Type,Case Number,Intelligence Number,IR_Fraud Payment,Ground_Truth_Fraud Payment,Found in Source,Found in IR,IR_Can Be Located,Ground_Truth_Can Be Located,IR_Suspect Number,Ground Truth_Suspect Number,Source_Transaction Date (value),IR_Transaction Date (value),Ground_Truth_Transaction Date (value),Source_Originating Amount,IR_Originating Amount,Ground_Truth_Originating Amount,Source_Originating Currency,IR_Originating Currency,Ground_Truth_Originating Currency,Source_Originator Name,IR_Originator Name,Ground_Truth_Originator Name,Source_Originator Account Number,IR_Originator Account Number,Ground_Truth_Originator Account Number,Source_Originator Bank Raw,IR_Originator Bank Raw,Ground_Truth_Originator Bank Raw,Source_Beneficiary Name,IR_Beneficiary Name,Ground_Truth_Beneficiary Name,Source_Beneficiary Account Number,IR_Beneficiary Account Number,Ground_Truth_Beneficiary Account Number,Source_Beneficiary Bank Raw,IR_Beneficiary Bank Raw,Ground_Truth_Beneficiary Bank Raw,Source_Transaction Channel,IR_Transaction Channel,Ground_Truth_Transaction Channel,Remarks,Case Number_from_csv,Fraud Payment,Located,Transaction Date (value),Originating Amount,Originating Currency,Originator Name,Originator Account Number,Originator Bank Raw,Beneficiary Name,Beneficiary Account Number,Beneficiary Bank Raw,Transaction Type Source,Transaction Code Description,Fraud Payment_from_csv
HSBC Referral,34,2,2,,,TRUE,TRUE,,1,,,5/1/2025,,,"200,000.00",,,HKD,,,CHAN,,,333-333333-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,same name HSBC account,34,2,TRUE,2025-01-05,200000,HKD,CHAN TAI MAN,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
HSBC Referral,34,2,3,,,TRUE,TRUE,,1,,,5/1/2025,,,"12,300.00",,,HKD,,,CHAN,,,333-333333-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,same name HSBC account,34,3,TRUE,2025-01-05,12300,HKD,CHAN TAI MAN,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
HSBC Referral,34,3,4,,,TRUE,TRUE,,1,,,5/1/2025,,,"50,000.00",,,HKD,,,CHAN,,,333-333333-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,same name HSBC account,34,4,TRUE,2025-01-05,50000,HKD,CHAN TAI MAN,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,35,1,1,,,TRUE,TRUE,,1,,,20/1/2025,,,"130,000.00",,,HKD,,,CHEUNG TAK SHING,,,444-4444444-101,,,Bank of Communications (Hong Kong) Ltd.,,,CHAN,,,111-111111-101,,,HASE,,,null,,,35,1,TRUE,2025-01-20,130000,HKD,CHEUNG TAK SHING,444-4444444-101,Bank of Communications (Hong Kong) Ltd.,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ODFT,36,1,1,,,TRUE,TRUE,,2,,,2/1/2025,,,"10,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHUNG SIU,,,333-333333-102,,,The Bank of East Asia,,,null,,,36,1,TRUE,2025-01-02,10000,HKD,null,222-222222-101,Hang Seng Bank Ltd.,CHUNG SIU,333-333333-102,"The Bank of East Asia, Limited",DWTF,Default transaction,
ODFT,36,1,2,,,TRUE,TRUE,,2,,,2/1/2025,,,"8,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHUNG SIU,,,333-333333-102,,,The Bank of East Asia,,,null,,,36,2,TRUE,2025-01-02,8000,HKD,null,222-222222-101,Hang Seng Bank Ltd.,CHUNG SIU,333-333333-102,"The Bank of East Asia, Limited",DWTF,Default transaction,
ODFT,36,1,3,,,TRUE,FALSE,,2,,,2/1/2025,,,"10,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHUNG SIU,,,333-333333-102,,,The Bank of East Asia,,,null,,,,,,,,,,,,,,,,,
ODFT,36,1,4,,,TRUE,FALSE,,2,,,2/1/2025,,,"10,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHUNG SIU,,,333-333333-102,,,The Bank of East Asia,,,null,,,,,,,,,,,,,,,,,
ODFT,36,1,5,,,TRUE,FALSE,,2,,,2/1/2025,,,"5,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHUNG SIU,,,333-333333-102,,,The Bank of East Asia,,,null,,,,,,,,,,,,,,,,,
ODFT,36,1,6,,,TRUE,FALSE,,2,,,2/1/2025,,,"5,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHUNG SIU,,,333-333333-102,,,The Bank of East Asia,,,null,,,,,,,,,,,,,,,,,
ODFT,36,1,7,,,TRUE,FALSE,,2,,,2/1/2025,,,"2,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHUNG SIU,,,333-333333-102,,,The Bank of East Asia,,,null,,,,,,,,,,,,,,,,,
ODFT,36,1,8,,,TRUE,FALSE,,1,,,2/1/2025,,,"30,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHAN,,,111-111111-101,,,HSB,,,null,,,,,,,,,,,,,,,,,
ODFT,36,1,9,,,TRUE,FALSE,,1,,,2/1/2025,,,"30,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHAN,,,111-111111-101,,,HSB,,,null,,,,,,,,,,,,,,,,,
ODFT,36,1,10,,,TRUE,FALSE,,1,,,2/1/2025,,,"10,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHAN,,,111-111111-101,,,HSB,,,null,,,,,,,,,,,,,,,,,
ODFT,36,1,11,,,TRUE,FALSE,,1,,,2/1/2025,,,"10,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HSB,,,CHAN,,,111-111111-101,,,HSB,,,null,,,,,,,,,,,,,,,,,
ADCC,37,1,1,,,TRUE,TRUE,,1,,,31/12/2024,,,"55,100.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HASE,,,CHAN,,,111-111111-101,,,HASE,,,null,,,37,1,TRUE,2024-12-31,55100,HKD,CHEUNG TAK SHING,222-222222-101,null,CHAN TAI MAN,111-111111-101,null,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,
ADCC,37,1,2,,,TRUE,TRUE,,1,,,31/12/2024,,,"66,120.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HASE,,,CHAN,,,111-111111-101,,,HASE,,,null,,,37,2,TRUE,2024-12-31,66120,HKD,CHEUNG TAK SHING,222-222222-101,null,CHAN TAI MAN,111-111111-101,null,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,
ADCC,37,1,3,,,TRUE,TRUE,,1,,,1/1/2025,,,"52,460.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HASE,,,CHAN,,,111-111111-101,,,HASE,,,null,,,37,3,TRUE,2025-01-01,52460,HKD,CHEUNG TAK SHING,222-222222-101,null,CHAN TAI MAN,111-111111-101,null,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,
ADCC,37,1,4,,,TRUE,TRUE,,2,,,2/1/2025,,,"113,504.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HASE,,,CHUNG,,,111-111111-102,,,HASE,,,null,,,37,4,TRUE,2025-01-02,113504,HKD,CHEUNG TAK SHING,222-222222-101,null,CHUNG SIU,111-111111-102,null,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,
HSBC Referral,37,2,5,,,TRUE,TRUE,,2,,,2/1/2025,,,"2,000.00",,,HKD,,,YAN MEI MEI,,,444-4444444-102,,,HSBC,,,CHUNG,,,111-111111-102,,,HASE,,,null,,,37,5,TRUE,2025-01-02,2000,HKD,YAN MEI MEI,444-4444444-102,The Hongkong and Shanghai Banking Corporation Limited,CHUNG SIU,111-111111-102,Hang Seng Bank Ltd.,CWTF,Default transaction,
UAR,37,3,5,,,TRUE,TRUE,,2,,,2/1/2025,,,"2,000.00",,,HKD,,,YAN MEI MEI,,,444-4444444-102,,,HSBC,,,CHUNG,,,111-111111-102,,,HASE,,,null,,,37,5,TRUE,2025-01-02,2000,HKD,YAN MEI MEI,444-4444444-102,The Hongkong and Shanghai Banking Corporation Limited,CHUNG SIU,111-111111-102,Hang Seng Bank Ltd.,CWTF,Default transaction,
UAR,37,4,6,,,TRUE,TRUE,,2,,,2/1/2025,,,"2,600.00",,,HKD,,,TAN FUNG,,,444-4444444-103,,,STANDARD CHARTERED BANK (HONG KONG) LIMITED,,,CHUNG,,,111-111111-102,,,HASE,,,null,,,37,6,TRUE,2025-01-02,2600,HKD,TAN FUNG,444-4444444-103,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHUNG SIU,111-111111-102,Hang Seng Bank Ltd.,CWTF,Default transaction,
Search Warrant,37,5,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCC,38,1,1,,,TRUE,TRUE,,1,,,29/12/2024,,,"116,523.87",,,HKD,,,CHEUNG TAK SHING,,,444-4444444-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,,38,1,TRUE,2024-12-29,116523.87,HKD,CHEUNG TAK SHING,444-4444444-101,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
UAR,38,2,1,,,TRUE,TRUE,,1,,,29/12/2024,,,"116,523.87",,,HKD,,,CHEUNG TAK SHING,,,444-4444444-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,,38,1,TRUE,2024-12-29,116523.87,HKD,CHEUNG TAK SHING,444-4444444-101,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,38,3,2,,,TRUE,TRUE,,1,,,30/12/2024,,,"150,000.00",,,HKD,,,YAN MEI MEI,,,444-4444444-102,,,Bank of China (Hong Kong) Limited,,,CHAN,,,111-111111-101,,,HASE,,,null,,,38,2,TRUE,2024-12-30,150000,HKD,YAN MEI MEI,444-4444444-102,Bank of China (Hong Kong) Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
Search Warrant,38,4,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police Letter,38,5,3,,,TRUE,TRUE,,1,,,30/12/2024,,,"10,000.00",,,HKD,,,TAN FUNG,,,444-4444444-103,,,Bank of China (Hong Kong) Limited,,,CHAN,,,111-111111-101,,,HASE,,,null,,,38,3,TRUE,2024-12-30,10000,HKD,TAN FUNG,444-4444444-103,Bank of China (Hong Kong) Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
Police Letter,38,6,2,,,TRUE,TRUE,,1,,,30/12/2024,,,"150,000.00",,,HKD,,,YAN MEI MEI,,,444-4444444-102,,,Bank of China (Hong Kong) Limited,,,CHAN,,,111-111111-101,,,HASE,,,null,,,38,2,TRUE,2024-12-30,150000,HKD,YAN MEI MEI,444-4444444-102,Bank of China (Hong Kong) Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,1,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,1,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,2,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,2,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,3,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,3,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,4,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,4,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,5,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,5,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,6,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,6,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,7,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,7,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,8,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,8,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,9,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,9,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,10,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,10,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,11,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,11,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,12,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,12,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,13,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,13,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,14,,,TRUE,TRUE,,1,,,2/1/2025,,,"100,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,14,TRUE,2025-01-02,100000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,39,1,15,,,TRUE,TRUE,,1,,,2/1/2025,,,"70,000.00",,,HKD,,,CHAN TAI MAN,,,333-333333-101,,,SCB,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,15,TRUE,2025-01-02,70000,HKD,CHAN TAI MAN,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
UAR,39,2,16,,,TRUE,TRUE,,1,,,4/1/2025,,,"40,012.00",,,HKD,,,CHAN TAI MAN,,,555-555555-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,16,TRUE,2025-01-04,40012,HKD,CHAN TAI MAN,555-555555-101,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
HSBC Referral,39,3,16,,,TRUE,TRUE,,1,,,4/1/2025,,,"40,012.00",,,HKD,,,CHAN TAI MAN,,,555-555555-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,,39,16,TRUE,2025-01-04,40012,HKD,CHAN TAI MAN,555-555555-101,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
UAR,40,1,1,,,TRUE,TRUE,,1,,,3/1/2025,,,"3,000.00",,,HKD,,,CHEUNG TAK SHING,,,444-4444444-101,,,ZA Bank Limited,,,CHAN,,,111-111111-101,,,HASE,,,null,,,40,1,TRUE,2025-01-03,3000,HKD,CHEUNG TAK SHING,444-4444444-101,ZA Bank Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
Police Letter,40,2,1,,,TRUE,TRUE,,1,,,3/1/2025,,,"3,000.00",,,HKD,,,CHEUNG TAK SHING,,,444-4444444-101,,,ZA Bank Limited,,,CHAN,,,111-111111-101,,,HASE,,,null,,,40,1,TRUE,2025-01-03,3000,HKD,CHEUNG TAK SHING,444-4444444-101,ZA Bank Limited,CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
ADCC,41,1,1,,,TRUE,TRUE,,1,,,30/12/2024,,,"100,000.00",,,HKD,,,null,,,null,,,null,,,CHAN,,,111-111111-101,,,HASE,,,cash,,,41,1,TRUE,2024-12-30,100000,CASH TXN CREDIT,null,null,null,CHAN TAI MAN,111-111111-101,null,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),
ODFT,42,1,1,,,TRUE,TRUE,,1,,,2/1/2025,,,"10,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HASE,,,CHAN,,,111-111111-101,,,HASE,,,null,,,42,1,TRUE,2025-01-02,10000,HKD,CHEUNG TAK SHING,222-222222-101,null,CHAN TAI MAN,111-111111-101,null,CUTF,Default transaction,
Police Letter,42,2,2,,,TRUE,TRUE,,1,,,3/1/2025,,,"2,200.00",,,HKD,,,null,,,null,,,null,,,CHAN,,,111-111111-101,,,HASE,,,cash,,,42,2,TRUE,2025-01-03,2200,HKD,null,null,null,CHAN TAI MAN,111-111111-101,null,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),
Police Letter,42,2,3,,,TRUE,TRUE,,1,,,3/1/2025,,,"10,000.00",,,HKD,,,null,,,null,,,null,,,CHAN,,,111-111111-101,,,HASE,,,cash,,,42,3,TRUE,2025-01-03,10000,HKD,null,null,null,CHAN TAI MAN,111-111111-101,null,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),
Police Letter,42,3,4,,,TRUE,TRUE,,1,,,3/1/2025,,,"30,000.00",,,HKD,,,YAN,,,222-222222-102,,,HASE,,,CHAN,,,111-111111-101,,,HASE,,,null,,,42,4,TRUE,2025-01-03,30000,HKD,YAN MEI MEI,222-222222-102,null,CHAN TAI MAN,111-111111-101,null,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,
Police Letter,42,3,5,,,TRUE,TRUE,,1,,,3/1/2025,,,"42,000.00",,,HKD,,,YAN,,,222-222222-102,,,HASE,,,CHAN,,,111-111111-101,,,HASE,,,null,,,42,5,TRUE,2025-01-03,42000,HKD,YAN MEI MEI,222-222222-102,null,CHAN TAI MAN,111-111111-101,null,CUTF,DCP UNRELATED ELECTRONIC TRANSFER CREDIT FROM PIB,
Search Warrant,43,1,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police Letter,43,2,1,,,TRUE,FALSE,,1,,,9/12/2024,,,"89,967.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HASE,,,CHAN,,,111-111111-101,,,HASE,,,null,,,43,1,TRUE,2024-12-09,49967,HKD,CHEUNG TAK SHING,222-222222-101,null,CHAN TAI MAN,111-111111-101,null,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,
HSBC Referral,43,3,2,,,TRUE,TRUE,,1,,,8/12/2024,,,200,,,HKD,,,YEUNG KAI,,,66666666601,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,from 1st layer YEUNG KAI,43,2,TRUE,2024-12-08,200,HKD,YEUNG KAI,66666666601,null,CHAN TAI MAN,111-111111-101,null,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,
HSBC Referral,43,3,3,,,TRUE,TRUE,,1,,,8/12/2024,,,"12,200.00",,,HKD,,,YEUNG KAI,,,66666666601,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,from 1st layer YEUNG KAI,43,3,TRUE,2024-12-08,12200,HKD,YEUNG KAI,66666666601,null,CHAN TAI MAN,111-111111-101,null,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,
HSBC Referral,43,3,4,,,TRUE,TRUE,,1,,,10/12/2024,,,"10,000.00",,,HKD,,,YEUNG KAI,,,66666666601,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,from 1st layer YEUNG KAI,43,4,TRUE,2024-12-10,10000,HKD,YEUNG KAI,66666666601,null,CHAN TAI MAN,111-111111-101,null,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,
Search Warrant,43,4,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAR,44,1,1,,,TRUE,TRUE,,1,,,23/12/2024,,,"24,150.00",,,HKD,,,YAN MEI MEI,,,444-4444444-102,,,STANDARD CHARTERED BANK HK LTD,,,CHAN,,,111-111111-101,,,HASE,,,null,,,44,1,TRUE,2024-12-23,24150,HKD,YAN MEI MEI,444-4444444-102,STANDARD CHARTERED BANK (HONG KONG) LIMITED,MR CHAN TAI MAN,111-111111-101,Hang Seng Bank Ltd.,CWTF,Default transaction,
Police Letter,44,2,2,,,TRUE,TRUE,,1,,,25/12/2024,,,"10,000.00",,,HKD,,,null,,,null,,,null,,,CHAN,,,111-111111-101,,,HASE,,,cash,,,44,2,TRUE,2024-12-25,10000,HKD,null,null,null,MR CHAN TAI MAN,111-111111-101,null,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),
Police Letter,44,2,3,,,TRUE,TRUE,,1,,,25/12/2024,,,"6,100.00",,,HKD,,,null,,,null,,,null,,,CHAN,,,111-111111-101,,,HASE,,,cash,,,44,3,TRUE,2024-12-25,6100,HKD,null,null,null,MR CHAN TAI MAN,111-111111-101,null,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),
Police Letter,44,2,4,,,TRUE,TRUE,,1,,,25/12/2024,,,500,,,HKD,,,null,,,null,,,null,,,CHAN,,,111-111111-101,,,HASE,,,cash,,,44,4,TRUE,2024-12-25,500,HKD,null,null,null,MR CHAN TAI MAN,111-111111-101,null,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),
Police Letter,44,3,5,,,TRUE,TRUE,,1,,,23/12/2024,,,"5,000.00",,,HKD,,,CHEUNG,,,222-222222-101,,,HASE,,,CHAN,,,111-111111-101,,,HASE,,,null,,,44,5,TRUE,2024-12-23,5000,HKD,CHEUNG TAK SHING,222-222222-101,null,MR CHAN TAI MAN,111-111111-101,null,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,
ADCC,45,1,1,,,TRUE,TRUE,,1,,,6/1/2025,,,"147,585.59",,,HKD,,,MR CHEUNG TAK SHING,,,222-222222-101,,,HASE,,,CHAN,,,111-111111-101,,,HASE,,,null,,,45,1,TRUE,2025-01-06,147585.59,HKD,CHEUNG TAK SHING,222-222222-101,null,CHAN TAI MAN,111-111111-101,null,CUTF,Default transaction,
ADCC,46,1,1,,,TRUE,TRUE,,1,,,17/1/2025,,,"200,000.00",,,HKD,,,CHAN,,,333-333333-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,same name HSBC account,,,,,,,,,,,,,,,
ADCC,46,1,2,,,TRUE,TRUE,,1,,,17/1/2025,,,"4,000.00",,,HKD,,,CHAN,,,333-333333-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,same name HSBC account,,,,,,,,,,,,,,,
HSBC Referral,46,2,1,,,TRUE,TRUE,,1,,,17/1/2025,,,"200,000.00",,,HKD,,,CHAN,,,333-333333-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,same name HSBC account,,,,,,,,,,,,,,,
HSBC Referral,46,2,2,,,TRUE,TRUE,,1,,,17/1/2025,,,"4,000.00",,,HKD,,,CHAN,,,333-333333-101,,,HSBC,,,CHAN,,,111-111111-101,,,HASE,,,null,,same name HSBC account,,,,,,,,,,,,,,,
Police Letter,46,3,5,,,TRUE,TRUE,,1,,,19/1/2025,,,"22,000.00",,,HKD,,,null,,,null,,,null,,,CHAN,,,111-111111-101,,,HASE,,,cash deposit,,,46,5,TRUE,2025-01-19,22000,HKD,null,null,null,MR        CHAN TAI MAN,111-111111-101,null,CCCS,ATM/CDM CASH CREDIT USINGACCOUNT INPUT,
Search Warrant,46,4,null,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
