Index,Type,Case Number,Intelligence Number,Transaction_Fraud Payment,IR_Fraud Payment,GroundTruth_Fraud Payment,Transaction ID,Found in Source,Transaction_Located,Found in IR,IR_Can Be Located,GroundTruth_Can Be Located,IR_Suspect Number,GroundTruth_Suspect Number,Transaction_Transaction Date (value),Source_Transaction Date (value),IR_Transaction Date (value),GroundTruth_Transaction Date (value),Transaction_Originating Amount,Source_Originating Amount,IR_Originating Amount,GroundTruth_Originating Amount,Transaction_Originating Currency,Source_Originating Currency,IR_Originating Currency,GroundTruth_Originating Currency,Source_Cancel Amount Requested,GroundTruth_Cancel Amount Requested,Transaction_Originator Name,Source_Originator Name,IR_Originator Name,GroundTruth_Originator Name,Transaction_Originator Account Number,Source_Originator Account Number,IR_Originator Account Number,GroundTruth_Originator Account Number,Transaction_Originator Bank Raw,Source_Originator Bank Raw,IR_Originator Bank Raw,GroundTruth_Originator Bank Raw,Transaction_Beneficiary Name,Source_Beneficiary Name,IR_Beneficiary Name,GroundTruth_Beneficiary Name,Transaction_Beneficiary Account Number,Source_Beneficiary Account Number,IR_Beneficiary Account Number,GroundTruth_Beneficiary Account Number,Transaction_Beneficiary Bank Raw,Source_Beneficiary Bank Raw,IR_Beneficiary Bank Raw,GroundTruth_Beneficiary Bank Raw,Transaction Type Source,Transaction Code Description,Source_Transaction Channel,IR_Transaction Channel,GroundTruth_Transaction Channel,Source Remarks,Remarks,Q1
119,HSBC Referral,23,2,3,3,3,9ba7b992-e84f-4111-86d7-50237f6498b9,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,50001,50001,50001,50001,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HANG SENG BANK LTD.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
120,HSBC Referral,23,3,4,4,4,9a5a0cbb-10fa-4cbc-863d-8fe67338282c,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,7001,7001,7001,7001,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HANG SENG BANK LTD.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
121,HSBC Referral,23,4,1,1,1,8d0c5549-e4ef-41ed-ad29-cc12542d2cbc,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2997,2997,2997,2997,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HANG SENG BANK LTD.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
123,HSBC Referral,23,6,5,5,5,76006eaf-d3ee-4bbd-ac66-ed5004287bc3,True,True,True,True,True,1,1,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,5001,5001,5001,5001,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HANG SENG BANK LTD.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
132,HSBC Referral,24,3,2,2,2,0e9cc443-a428-4677-8f74-1ab6d95a4c1f,True,True,True,True,True,1,1,2024-11-29 00:00:00,2024-11-29 00:00:00,2024-11-29 00:00:00,2024-11-29 00:00:00,70000,70000,70000,70000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,MR CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR       Chan Tai Man,CHAN TAI MAN,CHAN,MR Chan Tai Man,111-111111-101,NIL,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
133,HSBC Referral,24,3,3,3,3,22daae20-0179-442e-be2c-5bb21488f2f1,True,True,True,True,True,1,1,2024-11-29 00:00:00,2024-11-29 00:00:00,2024-11-29 00:00:00,2024-11-29 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,MR CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR       Chan Tai Man,CHAN TAI MAN,CHAN,MR Chan Tai Man,111-111111-101,NIL,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
134,HSBC Referral,24,4,3,3,3,22daae20-0179-442e-be2c-5bb21488f2f1,True,True,True,True,True,1,1,2024-11-29 00:00:00,2024-11-29 00:00:00,2024-11-29 00:00:00,2024-11-29 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,MR CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR       Chan Tai Man,CHAN TAI MAN,CHAN,MR Chan Tai Man,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
138,HSBC Referral,25,1,1,1,1,c348a28c-7710-4c42-9305-ab33cd935d21,True,True,True,True,True,1,1,2024-11-08 00:00:00,2024-11-08 00:00:00,2024-11-08 00:00:00,2024-11-08 00:00:00,25900,25900,25900,25900,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
141,HSBC Referral,26,1,1,1,1,05a315c0-d411-47ec-bcab-beb7244d69f7,True,True,True,True,True,1,1,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,12778,12778,12778,12778,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,MS YEUNG KAI,YEUNG KAI,666-66666-601,666-66666-601,666-66666-601,666-66666-601,,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CUTF,UNRELATED ELECTRONIC     TRANSFER CREDIT,,ATM,,,,
142,HSBC Referral,26,2,2=3,2,2=3,f5fa17c3-ef5e-4e52-8be9-35615946b6f6,True,True,True,True,True,1,1,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,49833,49833,49833,49833,HKD,HKD,HKD,HKD,,,TSANG SIU MING,TSANG SIU MING,MS TSANG SIU MING,TSANG SIU MING,666-66666-602,666-66666-602,666-66666-602,666-66666-602,,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,NIL,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CUTF,UNRELATED ELECTRONIC     TRANSFER CREDIT,,,,,,
143,HSBC Referral,26,3,2=3,2,2=3,f5fa17c3-ef5e-4e52-8be9-35615946b6f6,True,True,True,True,True,1,1,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,49833,49833,49833,49833,HKD,HKD,HKD,HKD,,,TSANG SIU MING,TSANG SIU MING,MS TSANG SIU MING,TSANG SIU MING,666-66666-602,666-66666-602,666-66666-602,666-66666-602,,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CUTF,UNRELATED ELECTRONIC     TRANSFER CREDIT,,,,,,
144,HSBC Referral,27,1,1,1,1,9788c5ac-2d27-41f2-9886-30d4a5d9e953,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,150600,150600,150600,150600,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,from 1st layer CHAN TAI MAN,
145,HSBC Referral,27,2,2,2,2,4f1187a9-7bc1-4844-80fa-40e22b86743e,True,True,True,True,True,1,1,2025-01-04 00:00:00,2025-01-04 00:00:00,2025-01-04 00:00:00,2025-01-04 00:00:00,80000,80000,80000,80000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,from 1st layer CHAN TAI MAN,
146,HSBC Referral,27,2,3,3,3,eb3a7174-f629-4be7-8e0e-28d71f10242f,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,46000,46000,46000,46000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,from 1st layer CHAN TAI MAN,
147,HSBC Referral,27,3,4,4,4,2fbb1af6-8deb-423f-af2b-d21142ba51eb,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,from 1st layer CHAN TAI MAN,
167,HSBC Referral,30,1,1,1,1,496d3084-4cd4-41b6-83c5-b78009edf9bc,True,True,True,True,True,1,1,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,300,300,300,300,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,YEUNG KAI,666-66666-601,666-66666-601,666-66666-601,666-66666-601,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,"MR      CHAN, TAIMAN",CHAN TAI MAN,CHAN,"MR CHAN, TAIMAN",111-111111-101,122222221,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,FPWICT,Default transaction,,,FPS,,,
168,HSBC Referral,30,1,2,2,2,470e6413-f223-4990-ac8f-a7bbf071b3d2,True,True,True,True,True,1,1,2025-01-04 00:00:00,2025-01-04 00:00:00,2025-01-04 00:00:00,2025-01-04 00:00:00,300,300,300,300,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,YEUNG KAI,666-66666-601,666-66666-601,666-66666-601,666-66666-601,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,"MR      CHAN, TAIMAN",CHAN TAI MAN,CHAN,"MR CHAN, TAIMAN",111-111111-101,122222221,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,FPWICT,Default transaction,,,FPS,,,
172,HSBC Referral,30,5,3,3,3,103ca400-5bd0-463c-aba5-eef6da7b46c5,True,True,True,True,True,1,1,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-05 00:00:00,2025-01-05 00:00:00,2320,2320,2320,2320,HKD,HKD,HKD,HKD,,,MISS TSANG SIU MING,TSANG SIU MING,TSANG SIU MING,MISS TSANG SIU MING,666-66666-602,666-66666-602,666-66666-602,666-66666-602,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,"MR      CHAN, TAIMAN",CHAN TAI MAN,CHAN,"MR CHAN, TAIMAN",111-111111-101,122222221,122222221,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,FPWICT,Default transaction,,FPS,FPS,,,
192,HSBC Referral,32,2,2,2,2,75bcc7da-a0f5-489c-bd93-c73374973b13,True,True,True,True,True,1,1,2024-08-07 00:00:00,07 Aug 2024,2024-08-07 00:00:00,2024-08-07 00:00:00,4000,4000,4000,4000,HKD,HKD,HKD,HKD,,,CHUNG SIU,CHUNG SIU,CHUNG SIU,CHUNG SIU,333-333333-102,333-333333-102,333-333333-102,333-333333-102,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited ,HSBC,The Hongkong and Shanghai Banking Corporation Limited ,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,from 1st layer CHUNG SIU,
194,HSBC Referral,33,1,1,1,1,034ff55d-7ab5-4bb3-b785-0590ce9192aa,True,True,True,True,True,1,1,2025-01-03 00:00:00,3 Jan 2025,2024-01-03 00:00:00,2025-01-03 00:00:00,49553,49553,49553,49553,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,,HSBC,HSBC,HSBC,CHAN TAI MAN,Nil,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HASE,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,,
195,HSBC Referral,33,1,2,2,2,adbed045-ec92-4baf-87ba-c2918d8f8732,True,True,True,True,True,1,1,2025-01-03 00:00:00,3 Jan 2025,2024-01-03 00:00:00,2025-01-03 00:00:00,78123,78123,78123,78123,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,,HSBC,HSBC,HSBC,CHAN TAI MAN,Nil,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HASE,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,,
196,HSBC Referral,33,1,3,3,3,8f6e662a-7036-4498-8091-8f4c5354f442,True,True,True,True,True,1,1,2025-01-03 00:00:00,3 Jan 2025,2024-01-03 00:00:00,2025-01-03 00:00:00,1612,1612,1612,1612,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,,HSBC,HSBC,HSBC,CHAN TAI MAN,Nil,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HASE,HASE,HASE,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,,
202,HSBC Referral,34,1,1,1,1,95ac71fc-df54-4f9f-b740-1fad481e9dc0,True,True,True,True,True,1,1,2025-01-05 00:00:00,05 Jan 2025,2025-01-05 00:00:00,2025-01-05 00:00:00,200000,200000,200000,200000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN ,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,HSBC,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,Will provide later,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HASE,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
203,HSBC Referral,34,1,2,2,2,dd6d1b5c-82e7-4d65-a2f6-61ab5240956a,True,True,True,True,True,1,1,2025-01-05 00:00:00,05 Jan 2025,2025-01-05 00:00:00,2025-01-05 00:00:00,200000,200000,200000,200000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN ,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,HSBC,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,Will provide later,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HASE,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
204,HSBC Referral,34,1,3,3,3,0b87cc44-6953-497d-9a45-48826630af3e,True,True,True,True,True,1,1,2025-01-05 00:00:00,05 Jan 2025,2025-01-05 00:00:00,2025-01-05 00:00:00,12300,12300,12300,12300,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN ,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,HSBC,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,Will provide later,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HASE,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
205,HSBC Referral,34,2,1,1,1,95ac71fc-df54-4f9f-b740-1fad481e9dc0,True,True,True,True,True,1,1,2025-01-05 00:00:00,05 Jan 2025,2025-01-05 00:00:00,2025-01-05 00:00:00,200000,200000,200000,200000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN ,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited  ,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
206,HSBC Referral,34,2,2,2,2,dd6d1b5c-82e7-4d65-a2f6-61ab5240956a,True,True,True,True,True,1,1,2025-01-05 00:00:00,05 Jan 2025,2025-01-05 00:00:00,2025-01-05 00:00:00,200000,200000,200000,200000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN ,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited  ,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
207,HSBC Referral,34,2,3,3,3,0b87cc44-6953-497d-9a45-48826630af3e,True,True,True,True,True,1,1,2025-01-05 00:00:00,05 Jan 2025,2025-01-05 00:00:00,2025-01-05 00:00:00,12300,12300,12300,12300,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN ,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited  ,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
208,HSBC Referral,34,3,4,4,4,28b89c35-f266-40be-b66c-4e04bb4008f4,True,True,True,True,True,1,1,2025-01-05 00:00:00,05 Jan 2025,2025-01-05 00:00:00,2025-01-05 00:00:00,50000,50000,50000,50000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN ,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited  ,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
225,HSBC Referral,37,2,5,5,5,45d7ab11-554e-4ceb-9c2e-e8f3d96210c6,True,True,True,True,True,2,2,2025-01-02 00:00:00,02 Jan 2025,2025-01-02 00:00:00,2025-01-02 00:00:00,2000,2000,2000,2000,HKD,HKD,HKD,HKD,,,YAN MEI MEI,YAN MEI MEI,YAN MEI MEI,YAN MEI MEI,444-4444444-102,444-4444444-102,444-4444444-102,444-4444444-102,The Hongkong and Shanghai Banking Corporation Limited,HSBC,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHUNG SIU,CHUNG SIU,CHUNG,CHUNG SIU,111-111111-102,111-111111-102,111-111111-102,111-111111-102,Hang Seng Bank Ltd.,024,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
251,HSBC Referral,39,3,16,16,16,742e9b4e-b4b8-44e5-83f4-694eb7b06a64,True,True,True,True,True,1,1,2025-01-04 00:00:00,04 Jan 2025,2025-01-04 00:00:00,2025-01-04 00:00:00,40012,40012,40012,40012,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN ,CHAN TAI MAN,CHAN TAI MAN,555-555555-101,555-555555-101,555-555555-101,555-555555-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HANG SENG BANK LTD.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
262,HSBC Referral,43,3,2,2,2,97e3e5b3-bb7d-427d-8129-d57712fe01f5,True,True,True,True,True,1,1,2024-12-08 00:00:00,8 Dec 2024,2024-12-08 00:00:00,2024-12-08 00:00:00,200,200,200,200,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,YEUNG KAI,66666666601,66666666601,66666666601,66666666601,,HSBC Hong Kong ,HSBC,HSBC Hong Kong ,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HANG SENG BANK,HASE,HANG SENG BANK,CUTF,ATM TRANSFER UNRELATED   DEPOSIT,,,ATM,,from 1st layer YEUNG KAI,
